Ticker,Shares
SPG,19.50303449313537
ABT,21.341977111954
KMI,138.84825188618663
NEE,33.96017535174038
SBUX,21.74480276120772
CVS,30.689737042113627
GOOG,0.9711076506971301
LMT,6.6006536838770336
MSFT,27.012426309637192
MON,776.7996071908725
ACN,8.248589447907369
T,90.52214395322065
CSCO,46.69405971703981
SO,41.47693744055601
BMY,37.64559694258196
COST,6.27835346808137
CL,278.5578939046475
PG,167.63678696158323
PEP,16.78866388098903
KO,46.49073218008377
